"success","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","timeout","failed_images","failed_audio","failed_video","screen_id","rt","response","stimulus","view_history","trial","r1","r2","r3","w1","h1","w2","h2","w3","h3","display","tdd","tdo","tw","th","cw","ch","dw","dh","ta","ca","da","probe","csls","csss","clls","clss","sa","la","probe_rects"
"true","fullscreen","0","1836","0.0-0.0","5008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1854","0.0-1.0","5008","false","[]","[]","[]","img preload","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-html-form","2","3416","0.0-2.0","5008","","","","","enter-sub-number","1553","{""response"":""5008""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","image-button-response","3","40546","0.0-3.0","5008","","","","","","37065","0","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","4","45665","0.0-4.0","5008","","","","","intro mssg","5114","0","<div style= ""font-size:25px;"" <p> <strong> Welcome! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> Your data will be lost <br> if you try to go back or refresh the page after the experiment starts. Feel free to click ""previous"" during the instructions, however.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","5","66642","0.0-5.0","5008","","","","","instructions","20971","","","[{""page_index"":0,""viewing_time"":2883},{""page_index"":1,""viewing_time"":4832},{""page_index"":2,""viewing_time"":2504},{""page_index"":3,""viewing_time"":4065},{""page_index"":4,""viewing_time"":3247},{""page_index"":5,""viewing_time"":1200},{""page_index"":6,""viewing_time"":1120},{""page_index"":7,""viewing_time"":1120}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","canvas-keyboard-response","6","66848","0.0-6.0-0.0","5008","","","","","pre trial waiting period","null","null","","","catch","l","sh","sw","265","197","220","179","199","163","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]"
"","canvas-keyboard-response","7","67009","0.0-6.0-1.0","5008","","","","","clear_screen","null","null","","","catch","l","sh","sw","265","197","220","179","199","163","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]"
"","canvas-keyboard-response","8","68353","0.0-6.0-2.0","5008","","","","","rectangles","null","null","","","catch","l","sh","sw","265","197","220","179","199","163","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]"
"","canvas-keyboard-response","9","68517","0.0-6.0-3.0","5008","","","","","clear_screen","null","null","","","catch","l","sh","sw","265","197","220","179","199","163","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]"
"","canvas-keyboard-response","10","69506","0.0-6.0-4.0","5008","","","","","make choice","976","1","","","catch","l","sh","sw","265","197","220","179","199","163","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]"
"","canvas-keyboard-response","11","69668","0.0-6.0-5.0","5008","","","","","clear_screen","null","null","","","catch","l","sh","sw","265","197","220","179","199","163","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]"
"","canvas-keyboard-response","12","69873","0.0-6.0-0.1","5008","","","","","pre trial waiting period","null","null","","","critical","t","c","d","240","164","164","240","227.1683","158.0083","spektor","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","td","null","null","null","null","null","null","[1,3]"
"","canvas-keyboard-response","13","70035","0.0-6.0-1.1","5008","","","","","clear_screen","null","null","","","critical","t","c","d","240","164","164","240","227.1683","158.0083","spektor","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","td","null","null","null","null","null","null","[1,3]"
"","canvas-keyboard-response","14","71376","0.0-6.0-2.1","5008","","","","","rectangles","null","null","","","critical","t","c","d","240","164","164","240","227.1683","158.0083","spektor","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","td","null","null","null","null","null","null","[1,3]"
"","canvas-keyboard-response","15","71537","0.0-6.0-3.1","5008","","","","","clear_screen","null","null","","","critical","t","c","d","240","164","164","240","227.1683","158.0083","spektor","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","td","null","null","null","null","null","null","[1,3]"
"","canvas-keyboard-response","16","72802","0.0-6.0-4.1","5008","","","","","make choice","1252","1","","","critical","t","c","d","240","164","164","240","227.1683","158.0083","spektor","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","td","null","null","null","null","null","null","[1,3]"
"","canvas-keyboard-response","17","72969","0.0-6.0-5.1","5008","","","","","clear_screen","null","null","","","critical","t","c","d","240","164","164","240","227.1683","158.0083","spektor","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","td","null","null","null","null","null","null","[1,3]"
"","canvas-keyboard-response","18","73179","0.0-6.0-0.2","5008","","","","","pre trial waiting period","null","null","","","catch","sw","l","sh","180","200","186","288","233","172","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]"
"","canvas-keyboard-response","19","73340","0.0-6.0-1.2","5008","","","","","clear_screen","null","null","","","catch","sw","l","sh","180","200","186","288","233","172","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]"
"","canvas-keyboard-response","20","74680","0.0-6.0-2.2","5008","","","","","rectangles","null","null","","","catch","sw","l","sh","180","200","186","288","233","172","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]"
"","canvas-keyboard-response","21","74841","0.0-6.0-3.2","5008","","","","","clear_screen","null","null","","","catch","sw","l","sh","180","200","186","288","233","172","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]"
"","canvas-keyboard-response","22","75514","0.0-6.0-4.2","5008","","","","","make choice","662","2","","","catch","sw","l","sh","180","200","186","288","233","172","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]"
"","canvas-keyboard-response","23","75674","0.0-6.0-5.2","5008","","","","","clear_screen","null","null","","","catch","sw","l","sh","180","200","186","288","233","172","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]"
"","canvas-keyboard-response","24","75878","0.0-6.0-0.3","5008","","","","","pre trial waiting period","null","null","","","catch","l","sw","sh","166","220","187","189","206","158","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]"
"","canvas-keyboard-response","25","76039","0.0-6.0-1.3","5008","","","","","clear_screen","null","null","","","catch","l","sw","sh","166","220","187","189","206","158","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]"
"","canvas-keyboard-response","26","77376","0.0-6.0-2.3","5008","","","","","rectangles","null","null","","","catch","l","sw","sh","166","220","187","189","206","158","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]"
"","canvas-keyboard-response","27","77537","0.0-6.0-3.3","5008","","","","","clear_screen","null","null","","","catch","l","sw","sh","166","220","187","189","206","158","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]"
"","canvas-keyboard-response","28","78530","0.0-6.0-4.3","5008","","","","","make choice","981","2","","","catch","l","sw","sh","166","220","187","189","206","158","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]"
"","canvas-keyboard-response","29","78692","0.0-6.0-5.3","5008","","","","","clear_screen","null","null","","","catch","l","sw","sh","166","220","187","189","206","158","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]"
"","canvas-keyboard-response","30","78900","0.0-6.0-0.4","5008","","","","","pre trial waiting period","null","null","","","catch","l","sw","sh","228","241","210","166","163","205","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]"
