"success","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","timeout","failed_images","failed_audio","failed_video","screen_id","rt","response","stimulus","view_history","trial","r1","r2","r3","w1","h1","w2","h2","w3","h3","display","tdd","tdo","tw","th","cw","ch","dw","dh","ta","ca","da","probe","csls","csss","clls","clss","sa","la","probe_rects","r1yloc","r2yloc","r3yloc"
"true","fullscreen","0","1760","0.0-0.0","582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1771","0.0-1.0","582","false","[]","[]","[]","img preload","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-html-form","2","5771","0.0-2.0","582","","","","","enter-sub-number","3993","{""response"":""582""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","image-button-response","3","33762","0.0-3.0","582","","","","","","27925","0","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","4","41178","0.0-4.0","582","","","","","intro mssg","7411","0","<div style= ""font-size:25px;"" <p> <strong> Welcome! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> Your data will be lost <br> if you try to go back or refresh the page after the experiment starts. Feel free to click ""previous"" during the instructions, however.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","5","91666","0.0-5.0","582","","","","","instructions","50483","","","[{""page_index"":0,""viewing_time"":8306},{""page_index"":1,""viewing_time"":8033},{""page_index"":2,""viewing_time"":3409},{""page_index"":1,""viewing_time"":1495},{""page_index"":2,""viewing_time"":1280},{""page_index"":3,""viewing_time"":4944},{""page_index"":4,""viewing_time"":10984},{""page_index"":5,""viewing_time"":6343},{""page_index"":6,""viewing_time"":4025},{""page_index"":7,""viewing_time"":1664}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","canvas-keyboard-response","6","91873","0.0-6.0-0.0","582","","","","","pre trial waiting period","null","null","","","catch","sh","sw","l","190","198","170","191","209","284","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]","450.9796969609713","491.6664119454189","406.42017853646666"
"","canvas-keyboard-response","7","91895","0.0-6.0-1.0","582","","","","","clear_screen","null","null","","","catch","sh","sw","l","190","198","170","191","209","284","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]","450.9796969609713","491.6664119454189","406.42017853646666"
"","canvas-keyboard-response","8","92403","0.0-6.0-2.0","582","","","","","rectangles no change","null","null","","","catch","sh","sw","l","190","198","170","191","209","284","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]","450.9796969609713","491.6664119454189","406.42017853646666"
"","canvas-keyboard-response","9","93741","0.0-6.0-3.0","582","","","","","rectangles with change","null","null","","","catch","sh","sw","l","190","198","170","191","209","284","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]","450.9796969609713","491.6664119454189","406.42017853646666"
"","canvas-keyboard-response","10","93762","0.0-6.0-4.0","582","","","","","clear_screen","null","null","","","catch","sh","sw","l","190","198","170","191","209","284","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]","450.9796969609713","491.6664119454189","406.42017853646666"
"","canvas-keyboard-response","11","94921","0.0-6.0-5.0","582","","","","","make choice","1155","3","","","catch","sh","sw","l","190","198","170","191","209","284","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]","","",""
"","canvas-keyboard-response","12","94942","0.0-6.0-6.0","582","","","","","clear_screen","null","null","","","catch","sh","sw","l","190","198","170","191","209","284","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,3]","","",""
"","canvas-keyboard-response","13","95144","0.0-6.0-0.1","582","","","","","pre trial waiting period","null","null","","","critical","t","d","c","164","240","160.6713","232.8713","240","164","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","457.0752173055718","473.1098540785873","489.9802027705574"
"","canvas-keyboard-response","14","95164","0.0-6.0-1.1","582","","","","","clear_screen","null","null","","","critical","t","d","c","164","240","160.6713","232.8713","240","164","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","457.0752173055718","473.1098540785873","489.9802027705574"
"","canvas-keyboard-response","15","95670","0.0-6.0-2.1","582","","","","","rectangles no change","null","null","","","critical","t","d","c","164","240","160.6713","232.8713","240","164","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","457.0752173055718","473.1098540785873","489.9802027705574"
"","canvas-keyboard-response","16","97011","0.0-6.0-3.1","582","","","","","rectangles with change","null","null","","","critical","t","d","c","164","240","160.6713","232.8713","240","164","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","457.0752173055718","473.1098540785873","489.9802027705574"
"","canvas-keyboard-response","17","97032","0.0-6.0-4.1","582","","","","","clear_screen","null","null","","","critical","t","d","c","164","240","160.6713","232.8713","240","164","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","457.0752173055718","473.1098540785873","489.9802027705574"
"","canvas-keyboard-response","18","99282","0.0-6.0-5.1","582","","","","","make choice","2240","2","","","critical","t","d","c","164","240","160.6713","232.8713","240","164","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","","",""
"","canvas-keyboard-response","19","99300","0.0-6.0-6.1","582","","","","","clear_screen","null","null","","","critical","t","d","c","164","240","160.6713","232.8713","240","164","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","","",""
"","canvas-keyboard-response","20","99500","0.0-6.0-0.2","582","","","","","pre trial waiting period","null","null","","","critical","d","c","t","160.6713","232.8713","240","164","164","240","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","tc","null","null","null","null","null","null","[3,2]","471.52136958091904","512.6095769729807","460.4486147290288"
"","canvas-keyboard-response","21","99522","0.0-6.0-1.2","582","","","","","clear_screen","null","null","","","critical","d","c","t","160.6713","232.8713","240","164","164","240","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","tc","null","null","null","null","null","null","[3,2]","471.52136958091904","512.6095769729807","460.4486147290288"
"","canvas-keyboard-response","22","100031","0.0-6.0-2.2","582","","","","","rectangles no change","null","null","","","critical","d","c","t","160.6713","232.8713","240","164","164","240","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","tc","null","null","null","null","null","null","[3,2]","471.52136958091904","512.6095769729807","460.4486147290288"
"","canvas-keyboard-response","23","101368","0.0-6.0-3.2","582","","","","","rectangles with change","null","null","","","critical","d","c","t","160.6713","232.8713","240","164","164","240","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","tc","null","null","null","null","null","null","[3,2]","471.52136958091904","512.6095769729807","460.4486147290288"
"","canvas-keyboard-response","24","101386","0.0-6.0-4.2","582","","","","","clear_screen","null","null","","","critical","d","c","t","160.6713","232.8713","240","164","164","240","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","tc","null","null","null","null","null","null","[3,2]","471.52136958091904","512.6095769729807","460.4486147290288"
"","canvas-keyboard-response","25","102178","0.0-6.0-5.2","582","","","","","make choice","784","2","","","critical","d","c","t","160.6713","232.8713","240","164","164","240","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","tc","null","null","null","null","null","null","[3,2]","","",""
"","canvas-keyboard-response","26","102196","0.0-6.0-6.2","582","","","","","clear_screen","null","null","","","critical","d","c","t","160.6713","232.8713","240","164","164","240","trueblood","0.05","h","164","240","240","164","160.6713","232.8713","39360","39360","37415.7294","tc","null","null","null","null","null","null","[3,2]","","",""
"","canvas-keyboard-response","27","102398","0.0-6.0-0.3","582","","","","","pre trial waiting period","null","null","","","critical","t","d","c","240","164","227.1683","158.0083","164","240","trueblood","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","dc","null","null","null","null","null","null","[2,3]","510.02345690178646","498.99231741993316","434.7419120133413"
"","canvas-keyboard-response","28","102417","0.0-6.0-1.3","582","","","","","clear_screen","null","null","","","critical","t","d","c","240","164","227.1683","158.0083","164","240","trueblood","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","dc","null","null","null","null","null","null","[2,3]","510.02345690178646","498.99231741993316","434.7419120133413"
"","canvas-keyboard-response","29","102923","0.0-6.0-2.3","582","","","","","rectangles no change","null","null","","","critical","t","d","c","240","164","227.1683","158.0083","164","240","trueblood","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","dc","null","null","null","null","null","null","[2,3]","510.02345690178646","498.99231741993316","434.7419120133413"
"","canvas-keyboard-response","30","104259","0.0-6.0-3.3","582","","","","","rectangles with change","null","null","","","critical","t","d","c","240","164","227.1683","158.0083","164","240","trueblood","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","dc","null","null","null","null","null","null","[2,3]","510.02345690178646","498.99231741993316","434.7419120133413"
"","canvas-keyboard-response","31","104281","0.0-6.0-4.3","582","","","","","clear_screen","null","null","","","critical","t","d","c","240","164","227.1683","158.0083","164","240","trueblood","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","dc","null","null","null","null","null","null","[2,3]","510.02345690178646","498.99231741993316","434.7419120133413"
"","canvas-keyboard-response","32","105714","0.0-6.0-5.3","582","","","","","make choice","1425","2","","","critical","t","d","c","240","164","227.1683","158.0083","164","240","trueblood","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","dc","null","null","null","null","null","null","[2,3]","","",""
"","canvas-keyboard-response","33","105733","0.0-6.0-6.3","582","","","","","clear_screen","null","null","","","critical","t","d","c","240","164","227.1683","158.0083","164","240","trueblood","0.09","w","240","164","164","240","227.1683","158.0083","39360","39360","35894.4834","dc","null","null","null","null","null","null","[2,3]","","",""
"","canvas-keyboard-response","34","105934","0.0-6.0-0.4","582","","","","","pre trial waiting period","null","null","","","critical","d","c","t","164","240","240","164","164","240","spektor","0","h","164","240","240","164","164","240","39360","39360","39360","tc","null","null","null","null","null","null","[3,2]","456.02868256048436","157.73531326441514","471.6642440742341"
"","canvas-keyboard-response","35","105953","0.0-6.0-1.4","582","","","","","clear_screen","null","null","","","critical","d","c","t","164","240","240","164","164","240","spektor","0","h","164","240","240","164","164","240","39360","39360","39360","tc","null","null","null","null","null","null","[3,2]","456.02868256048436","157.73531326441514","471.6642440742341"
"","canvas-keyboard-response","36","106458","0.0-6.0-2.4","582","","","","","rectangles no change","null","null","","","critical","d","c","t","164","240","240","164","164","240","spektor","0","h","164","240","240","164","164","240","39360","39360","39360","tc","null","null","null","null","null","null","[3,2]","456.02868256048436","157.73531326441514","471.6642440742341"
"","canvas-keyboard-response","37","107794","0.0-6.0-3.4","582","","","","","rectangles with change","null","null","","","critical","d","c","t","164","240","240","164","164","240","spektor","0","h","164","240","240","164","164","240","39360","39360","39360","tc","null","null","null","null","null","null","[3,2]","456.02868256048436","157.73531326441514","471.6642440742341"
"","canvas-keyboard-response","38","107812","0.0-6.0-4.4","582","","","","","clear_screen","null","null","","","critical","d","c","t","164","240","240","164","164","240","spektor","0","h","164","240","240","164","164","240","39360","39360","39360","tc","null","null","null","null","null","null","[3,2]","456.02868256048436","157.73531326441514","471.6642440742341"
"","canvas-keyboard-response","39","108601","0.0-6.0-5.4","582","","","","","make choice","783","2","","","critical","d","c","t","164","240","240","164","164","240","spektor","0","h","164","240","240","164","164","240","39360","39360","39360","tc","null","null","null","null","null","null","[3,2]","","",""
