"success","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","timeout","failed_images","failed_audio","failed_video","screen_id","rt","response","stimulus","view_history","trial","r1","r2","r3","w1","h1","w2","h2","w3","h3","display","tdd","tdo","tw","th","cw","ch","dw","dh","ta","ca","da","probe","csls","csss","clls","clss","sa","la","probe_rects","r1yloc","r2yloc","r3yloc"
"true","fullscreen","0","2282","0.0-0.0","521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2343","0.0-1.0","521","false","[]","[]","[]","img preload","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-html-form","2","262113","0.0-2.0","521","","","","","enter-sub-number","259758","{""response"":""521""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","image-button-response","3","278443","0.0-3.0","521","","","","","","16264","0","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","4","285188","0.0-4.0","521","","","","","intro mssg","6738","0","<div style= ""font-size:25px;"" <p> <strong> Welcome! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> Your data will be lost <br> if you try to go back or refresh the page after the experiment starts. Feel free to click ""previous"" during the instructions, however.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","5","317402","0.0-5.0","521","","","","","instructions","32211","","","[{""page_index"":0,""viewing_time"":4940},{""page_index"":1,""viewing_time"":4281},{""page_index"":2,""viewing_time"":4272},{""page_index"":3,""viewing_time"":9535},{""page_index"":4,""viewing_time"":4128},{""page_index"":5,""viewing_time"":1840},{""page_index"":6,""viewing_time"":2088},{""page_index"":7,""viewing_time"":1127}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","canvas-keyboard-response","6","317605","0.0-6.0-0.0","521","","","","","pre trial waiting period","null","null","","","critical","t","c","d","164","240","240","164","162.6685","237.1485","trueblood","0.02","h","164","240","240","164","162.6685","237.1485","39360","39360","38576.5967","td","null","null","null","null","null","null","[1,3]","464.6914512085291","510.80472606569896","444.45771326946283"
"","canvas-keyboard-response","7","317627","0.0-6.0-1.0","521","","","","","clear_screen","null","null","","","critical","t","c","d","164","240","240","164","162.6685","237.1485","trueblood","0.02","h","164","240","240","164","162.6685","237.1485","39360","39360","38576.5967","td","null","null","null","null","null","null","[1,3]","464.6914512085291","510.80472606569896","444.45771326946283"
"","canvas-keyboard-response","8","318136","0.0-6.0-2.0","521","","","","","rectangles no change","null","null","","","critical","t","c","d","164","240","240","164","162.6685","237.1485","trueblood","0.02","h","164","240","240","164","162.6685","237.1485","39360","39360","38576.5967","td","null","null","null","null","null","null","[1,3]","464.6914512085291","510.80472606569896","444.45771326946283"
"","canvas-keyboard-response","9","319474","0.0-6.0-3.0","521","","","","","rectangles with change","null","null","","","critical","t","c","d","164","240","240","164","162.6685","237.1485","trueblood","0.02","h","164","240","240","164","162.6685","237.1485","39360","39360","38576.5967","td","null","null","null","null","null","null","[1,3]","464.6914512085291","510.80472606569896","444.45771326946283"
"","canvas-keyboard-response","10","319492","0.0-6.0-4.0","521","","","","","clear_screen","null","null","","","critical","t","c","d","164","240","240","164","162.6685","237.1485","trueblood","0.02","h","164","240","240","164","162.6685","237.1485","39360","39360","38576.5967","td","null","null","null","null","null","null","[1,3]","464.6914512085291","510.80472606569896","444.45771326946283"
"","canvas-keyboard-response","11","322492","0.0-6.0-5.0","521","","","","","make choice","2991","3","","","critical","t","c","d","164","240","240","164","162.6685","237.1485","trueblood","0.02","h","164","240","240","164","162.6685","237.1485","39360","39360","38576.5967","td","null","null","null","null","null","null","[1,3]","","",""
"","canvas-keyboard-response","12","322511","0.0-6.0-6.0","521","","","","","clear_screen","null","null","","","critical","t","c","d","164","240","240","164","162.6685","237.1485","trueblood","0.02","h","164","240","240","164","162.6685","237.1485","39360","39360","38576.5967","td","null","null","null","null","null","null","[1,3]","","",""
"","canvas-keyboard-response","13","322712","0.0-6.0-0.1","521","","","","","pre trial waiting period","null","null","","","catch","sw","l","sh","180","200","290","218","221","177","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]","456.6592816109157","446.8479140133633","471.3844986956801"
"","canvas-keyboard-response","14","322734","0.0-6.0-1.1","521","","","","","clear_screen","null","null","","","catch","sw","l","sh","180","200","290","218","221","177","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]","456.6592816109157","446.8479140133633","471.3844986956801"
"","canvas-keyboard-response","15","323243","0.0-6.0-2.1","521","","","","","rectangles no change","null","null","","","catch","sw","l","sh","180","200","290","218","221","177","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]","456.6592816109157","446.8479140133633","471.3844986956801"
"","canvas-keyboard-response","16","324578","0.0-6.0-3.1","521","","","","","rectangles with change","null","null","","","catch","sw","l","sh","180","200","290","218","221","177","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]","456.6592816109157","446.8479140133633","471.3844986956801"
"","canvas-keyboard-response","17","324602","0.0-6.0-4.1","521","","","","","clear_screen","null","null","","","catch","sw","l","sh","180","200","290","218","221","177","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]","456.6592816109157","446.8479140133633","471.3844986956801"
"","canvas-keyboard-response","18","327267","0.0-6.0-5.1","521","","","","","make choice","2656","2","","","catch","sw","l","sh","180","200","290","218","221","177","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]","","",""
"","canvas-keyboard-response","19","327285","0.0-6.0-6.1","521","","","","","clear_screen","null","null","","","catch","sw","l","sh","180","200","290","218","221","177","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[1,2]","","",""
"","canvas-keyboard-response","20","327487","0.0-6.0-0.2","521","","","","","pre trial waiting period","null","null","","","catch","sw","l","sh","180","200","187","294","169","149","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","507.11834449578333","99.03772532784801","521.6316649869395"
"","canvas-keyboard-response","21","327510","0.0-6.0-1.2","521","","","","","clear_screen","null","null","","","catch","sw","l","sh","180","200","187","294","169","149","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","507.11834449578333","99.03772532784801","521.6316649869395"
"","canvas-keyboard-response","22","328019","0.0-6.0-2.2","521","","","","","rectangles no change","null","null","","","catch","sw","l","sh","180","200","187","294","169","149","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","507.11834449578333","99.03772532784801","521.6316649869395"
"","canvas-keyboard-response","23","329354","0.0-6.0-3.2","521","","","","","rectangles with change","null","null","","","catch","sw","l","sh","180","200","187","294","169","149","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","507.11834449578333","99.03772532784801","521.6316649869395"
"","canvas-keyboard-response","24","329375","0.0-6.0-4.2","521","","","","","clear_screen","null","null","","","catch","sw","l","sh","180","200","187","294","169","149","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","507.11834449578333","99.03772532784801","521.6316649869395"
"","canvas-keyboard-response","25","331195","0.0-6.0-5.2","521","","","","","make choice","1817","2","","","catch","sw","l","sh","180","200","187","294","169","149","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","","",""
"","canvas-keyboard-response","26","331214","0.0-6.0-6.2","521","","","","","clear_screen","null","null","","","catch","sw","l","sh","180","200","187","294","169","149","spektor","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","","",""
"","canvas-keyboard-response","27","331415","0.0-6.0-0.3","521","","","","","pre trial waiting period","null","null","","","critical","c","t","d","164","240","240","164","240","164","spektor","0","w","240","164","164","240","240","164","39360","39360","39360","dc","null","null","null","null","null","null","[3,1]","498.82278836296257","212.3344446290753","527.7574042977163"
"","canvas-keyboard-response","28","331435","0.0-6.0-1.3","521","","","","","clear_screen","null","null","","","critical","c","t","d","164","240","240","164","240","164","spektor","0","w","240","164","164","240","240","164","39360","39360","39360","dc","null","null","null","null","null","null","[3,1]","498.82278836296257","212.3344446290753","527.7574042977163"
"","canvas-keyboard-response","29","331945","0.0-6.0-2.3","521","","","","","rectangles no change","null","null","","","critical","c","t","d","164","240","240","164","240","164","spektor","0","w","240","164","164","240","240","164","39360","39360","39360","dc","null","null","null","null","null","null","[3,1]","498.82278836296257","212.3344446290753","527.7574042977163"
"","canvas-keyboard-response","30","333280","0.0-6.0-3.3","521","","","","","rectangles with change","null","null","","","critical","c","t","d","164","240","240","164","240","164","spektor","0","w","240","164","164","240","240","164","39360","39360","39360","dc","null","null","null","null","null","null","[3,1]","498.82278836296257","212.3344446290753","527.7574042977163"
"","canvas-keyboard-response","31","333300","0.0-6.0-4.3","521","","","","","clear_screen","null","null","","","critical","c","t","d","164","240","240","164","240","164","spektor","0","w","240","164","164","240","240","164","39360","39360","39360","dc","null","null","null","null","null","null","[3,1]","498.82278836296257","212.3344446290753","527.7574042977163"
"","canvas-keyboard-response","32","334420","0.0-6.0-5.3","521","","","","","make choice","1114","3","","","critical","c","t","d","164","240","240","164","240","164","spektor","0","w","240","164","164","240","240","164","39360","39360","39360","dc","null","null","null","null","null","null","[3,1]","","",""
"","canvas-keyboard-response","33","334439","0.0-6.0-6.3","521","","","","","clear_screen","null","null","","","critical","c","t","d","164","240","240","164","240","164","spektor","0","w","240","164","164","240","240","164","39360","39360","39360","dc","null","null","null","null","null","null","[3,1]","","",""
"","canvas-keyboard-response","34","334640","0.0-6.0-0.4","521","","","","","pre trial waiting period","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","trueblood","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","498.6997679482328","484.1016542969684","451.9647555519122"
"","canvas-keyboard-response","35","334660","0.0-6.0-1.4","521","","","","","clear_screen","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","trueblood","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","498.6997679482328","484.1016542969684","451.9647555519122"
"","canvas-keyboard-response","36","335166","0.0-6.0-2.4","521","","","","","rectangles no change","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","trueblood","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","498.6997679482328","484.1016542969684","451.9647555519122"
"","canvas-keyboard-response","37","336496","0.0-6.0-3.4","521","","","","","rectangles with change","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","trueblood","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","498.6997679482328","484.1016542969684","451.9647555519122"
"","canvas-keyboard-response","38","336516","0.0-6.0-4.4","521","","","","","clear_screen","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","trueblood","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","498.6997679482328","484.1016542969684","451.9647555519122"
"","canvas-keyboard-response","39","338067","0.0-6.0-5.4","521","","","","","make choice","1548","2","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","trueblood","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","","",""
"","canvas-keyboard-response","40","338085","0.0-6.0-6.4","521","","","","","clear_screen","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","trueblood","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","dc","null","null","null","null","null","null","[2,3]","","",""
"","canvas-keyboard-response","41","338287","0.0-6.0-0.5","521","","","","","pre trial waiting period","null","null","","","critical","c","t","d","164","240","240","164","220.0396","154.6796","spektor","0.14","w","240","164","164","240","220.0396","154.6796","39360","39360","34035.6388","dc","null","null","null","null","null","null","[3,1]","499.9708889127597","215.93157782845165","531.5328302057083"
