"success","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","timeout","failed_images","failed_audio","failed_video","screen_id","rt","response","stimulus","view_history","trial","r1","r2","r3","w1","h1","w2","h2","w3","h3","display","tdd","tdo","tw","th","cw","ch","dw","dh","ta","ca","da","probe","csls","csss","clls","clss","sa","la","probe_rects","r1yloc","r2yloc","r3yloc"
"true","fullscreen","0","3420","0.0-0.0","504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3457","0.0-1.0","504","false","[]","[]","[]","img preload","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-html-form","2","7749","0.0-2.0","504","","","","","enter-sub-number","4284","{""response"":""504""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","image-button-response","3","40819","0.0-3.0","504","","","","","","33001","0","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","4","47322","0.0-4.0","504","","","","","intro mssg","6496","0","<div style= ""font-size:25px;"" <p> <strong> Welcome! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> Your data will be lost <br> if you try to go back or refresh the page after the experiment starts. Feel free to click ""previous"" during the instructions, however.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","5","113419","0.0-5.0","504","","","","","instructions","66088","","","[{""page_index"":0,""viewing_time"":8160},{""page_index"":1,""viewing_time"":8344},{""page_index"":2,""viewing_time"":4040},{""page_index"":3,""viewing_time"":28231},{""page_index"":4,""viewing_time"":7648},{""page_index"":5,""viewing_time"":5433},{""page_index"":6,""viewing_time"":2407},{""page_index"":7,""viewing_time"":1824}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","canvas-keyboard-response","6","113625","0.0-6.0-0.0","504","","","","","pre trial waiting period","null","null","","","critical","c","d","t","164","240","240","164","240","164","trueblood","0","w","240","164","164","240","240","164","39360","39360","39360","tc","null","null","null","null","null","null","[3,1]","442.08626247683577","491.98119365771106","492.42310182653506"
"","canvas-keyboard-response","7","113648","0.0-6.0-1.0","504","","","","","clear_screen","null","null","","","critical","c","d","t","164","240","240","164","240","164","trueblood","0","w","240","164","164","240","240","164","39360","39360","39360","tc","null","null","null","null","null","null","[3,1]","442.08626247683577","491.98119365771106","492.42310182653506"
"","canvas-keyboard-response","8","114160","0.0-6.0-2.0","504","","","","","rectangles no change","null","null","","","critical","c","d","t","164","240","240","164","240","164","trueblood","0","w","240","164","164","240","240","164","39360","39360","39360","tc","null","null","null","null","null","null","[3,1]","442.08626247683577","491.98119365771106","492.42310182653506"
"","canvas-keyboard-response","9","115502","0.0-6.0-3.0","504","","","","","rectangles with change","null","null","","","critical","c","d","t","164","240","240","164","240","164","trueblood","0","w","240","164","164","240","240","164","39360","39360","39360","tc","null","null","null","null","null","null","[3,1]","442.08626247683577","491.98119365771106","492.42310182653506"
"","canvas-keyboard-response","10","115525","0.0-6.0-4.0","504","","","","","clear_screen","null","null","","","critical","c","d","t","164","240","240","164","240","164","trueblood","0","w","240","164","164","240","240","164","39360","39360","39360","tc","null","null","null","null","null","null","[3,1]","442.08626247683577","491.98119365771106","492.42310182653506"
"","canvas-keyboard-response","11","118930","0.0-6.0-5.0","504","","","","","make choice","3395","1","","","critical","c","d","t","164","240","240","164","240","164","trueblood","0","w","240","164","164","240","240","164","39360","39360","39360","tc","null","null","null","null","null","null","[3,1]","","",""
"","canvas-keyboard-response","12","118951","0.0-6.0-6.0","504","","","","","clear_screen","null","null","","","critical","c","d","t","164","240","240","164","240","164","trueblood","0","w","240","164","164","240","240","164","39360","39360","39360","tc","null","null","null","null","null","null","[3,1]","","",""
"","canvas-keyboard-response","13","119153","0.0-6.0-0.1","504","","","","","pre trial waiting period","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","spektor","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","td","null","null","null","null","null","null","[1,2]","511.5661003433843","203.5905897873486","499.5849057347551"
"","canvas-keyboard-response","14","119175","0.0-6.0-1.1","504","","","","","clear_screen","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","spektor","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","td","null","null","null","null","null","null","[1,2]","511.5661003433843","203.5905897873486","499.5849057347551"
"","canvas-keyboard-response","15","119683","0.0-6.0-2.1","504","","","","","rectangles no change","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","spektor","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","td","null","null","null","null","null","null","[1,2]","511.5661003433843","203.5905897873486","499.5849057347551"
"","canvas-keyboard-response","16","121020","0.0-6.0-3.1","504","","","","","rectangles with change","null","null","","","critical","t","d","c","240","164","232.8713","160.6713","164","240","spektor","0.05","w","240","164","164","240","232.8713","160.6713","39360","39360","37415.7294","td","null","null","null","null","null","null","[1,2]","511.5661003433843","203.5905897873486","499.5849057347551"
