"success","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","timeout","failed_images","failed_audio","failed_video","screen_id","rt","response","stimulus","view_history","trial","r1","r2","r3","w1","h1","w2","h2","w3","h3","display","tdd","tdo","tw","th","cw","ch","dw","dh","ta","ca","da","probe","csls","csss","clls","clss","sa","la","probe_rects","r1yloc","r2yloc","r3yloc"
"true","fullscreen","0","1731","0.0-0.0","579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1766","0.0-1.0","579","false","[]","[]","[]","img preload","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-html-form","2","3721","0.0-2.0","579","","","","","enter-sub-number","1942","{""response"":""579""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","image-button-response","3","22974","0.0-3.0","579","","","","","","19142","0","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","4","27405","0.0-4.0","579","","","","","intro mssg","4427","0","<div style= ""font-size:25px;"" <p> <strong> Welcome! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> Your data will be lost <br> if you try to go back or refresh the page after the experiment starts. Feel free to click ""previous"" during the instructions, however.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","instructions","5","73478","0.0-5.0","579","","","","","instructions","46068","","","[{""page_index"":0,""viewing_time"":8075},{""page_index"":1,""viewing_time"":6304},{""page_index"":2,""viewing_time"":4016},{""page_index"":3,""viewing_time"":14040},{""page_index"":4,""viewing_time"":7344},{""page_index"":5,""viewing_time"":2136},{""page_index"":6,""viewing_time"":2776},{""page_index"":7,""viewing_time"":1376}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","canvas-keyboard-response","6","73683","0.0-6.0-0.0","579","","","","","pre trial waiting period","null","null","","","critical","c","d","t","240","164","164","240","164","240","trueblood","0","h","164","240","240","164","164","240","39360","39360","39360","td","null","null","null","null","null","null","[3,2]","507.2983252759861","435.1559202769828","456.37741617620304"
"","canvas-keyboard-response","7","73708","0.0-6.0-1.0","579","","","","","clear_screen","null","null","","","critical","c","d","t","240","164","164","240","164","240","trueblood","0","h","164","240","240","164","164","240","39360","39360","39360","td","null","null","null","null","null","null","[3,2]","507.2983252759861","435.1559202769828","456.37741617620304"
"","canvas-keyboard-response","8","74225","0.0-6.0-2.0","579","","","","","rectangles no change","null","null","","","critical","c","d","t","240","164","164","240","164","240","trueblood","0","h","164","240","240","164","164","240","39360","39360","39360","td","null","null","null","null","null","null","[3,2]","507.2983252759861","435.1559202769828","456.37741617620304"
"","canvas-keyboard-response","9","75563","0.0-6.0-3.0","579","","","","","rectangles with change","null","null","","","critical","c","d","t","240","164","164","240","164","240","trueblood","0","h","164","240","240","164","164","240","39360","39360","39360","td","null","null","null","null","null","null","[3,2]","507.2983252759861","435.1559202769828","456.37741617620304"
"","canvas-keyboard-response","10","75583","0.0-6.0-4.0","579","","","","","clear_screen","null","null","","","critical","c","d","t","240","164","164","240","164","240","trueblood","0","h","164","240","240","164","164","240","39360","39360","39360","td","null","null","null","null","null","null","[3,2]","507.2983252759861","435.1559202769828","456.37741617620304"
"","canvas-keyboard-response","11","76651","0.0-6.0-5.0","579","","","","","make choice","1059","2","","","critical","c","d","t","240","164","164","240","164","240","trueblood","0","h","164","240","240","164","164","240","39360","39360","39360","td","null","null","null","null","null","null","[3,2]","","",""
"","canvas-keyboard-response","12","76671","0.0-6.0-6.0","579","","","","","clear_screen","null","null","","","critical","c","d","t","240","164","164","240","164","240","trueblood","0","h","164","240","240","164","164","240","39360","39360","39360","td","null","null","null","null","null","null","[3,2]","","",""
"","canvas-keyboard-response","13","76872","0.0-6.0-0.1","579","","","","","pre trial waiting period","null","null","","","catch","sw","sh","l","180","200","215","185","193","274","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","478.05857201499504","457.87462899176285","413.2781915093153"
"","canvas-keyboard-response","14","76893","0.0-6.0-1.1","579","","","","","clear_screen","null","null","","","catch","sw","sh","l","180","200","215","185","193","274","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","478.05857201499504","457.87462899176285","413.2781915093153"
"","canvas-keyboard-response","15","77404","0.0-6.0-2.1","579","","","","","rectangles no change","null","null","","","catch","sw","sh","l","180","200","215","185","193","274","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","478.05857201499504","457.87462899176285","413.2781915093153"
"","canvas-keyboard-response","16","78739","0.0-6.0-3.1","579","","","","","rectangles with change","null","null","","","catch","sw","sh","l","180","200","215","185","193","274","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","478.05857201499504","457.87462899176285","413.2781915093153"
"","canvas-keyboard-response","17","78763","0.0-6.0-4.1","579","","","","","clear_screen","null","null","","","catch","sw","sh","l","180","200","215","185","193","274","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","478.05857201499504","457.87462899176285","413.2781915093153"
"","canvas-keyboard-response","18","79530","0.0-6.0-5.1","579","","","","","make choice","759","3","","","catch","sw","sh","l","180","200","215","185","193","274","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","","",""
"","canvas-keyboard-response","19","79549","0.0-6.0-6.1","579","","","","","clear_screen","null","null","","","catch","sw","sh","l","180","200","215","185","193","274","trueblood","null","null","null","null","null","null","null","null","null","null","null","","180","200","260","200","36000","52000","[2,3]","","",""
"","canvas-keyboard-response","20","79751","0.0-6.0-0.2","579","","","","","pre trial waiting period","null","null","","","critical","t","c","d","164","240","240","164","158.0083","227.1683","spektor","0.09","h","164","240","240","164","158.0083","227.1683","39360","39360","35894.4834","tc","null","null","null","null","null","null","[1,2]","464.6052926964618","178.98010346971668","463.31852287767595"
"","canvas-keyboard-response","21","79771","0.0-6.0-1.2","579","","","","","clear_screen","null","null","","","critical","t","c","d","164","240","240","164","158.0083","227.1683","spektor","0.09","h","164","240","240","164","158.0083","227.1683","39360","39360","35894.4834","tc","null","null","null","null","null","null","[1,2]","464.6052926964618","178.98010346971668","463.31852287767595"
"","canvas-keyboard-response","22","80285","0.0-6.0-2.2","579","","","","","rectangles no change","null","null","","","critical","t","c","d","164","240","240","164","158.0083","227.1683","spektor","0.09","h","164","240","240","164","158.0083","227.1683","39360","39360","35894.4834","tc","null","null","null","null","null","null","[1,2]","464.6052926964618","178.98010346971668","463.31852287767595"
"","canvas-keyboard-response","23","81621","0.0-6.0-3.2","579","","","","","rectangles with change","null","null","","","critical","t","c","d","164","240","240","164","158.0083","227.1683","spektor","0.09","h","164","240","240","164","158.0083","227.1683","39360","39360","35894.4834","tc","null","null","null","null","null","null","[1,2]","464.6052926964618","178.98010346971668","463.31852287767595"
"","canvas-keyboard-response","24","81641","0.0-6.0-4.2","579","","","","","clear_screen","null","null","","","critical","t","c","d","164","240","240","164","158.0083","227.1683","spektor","0.09","h","164","240","240","164","158.0083","227.1683","39360","39360","35894.4834","tc","null","null","null","null","null","null","[1,2]","464.6052926964618","178.98010346971668","463.31852287767595"
