success,trial_type,trial_index,time_elapsed,internal_node_id,sub_n,timeout,failed_images,failed_audio,failed_video,screen_id,rt,response,stimulus,view_history,trial,r1,r2,r3,w1,h1,w2,h2,w3,h3,display,tdd,tdo,tw,th,cw,ch,dw,dh,ta,ca,da,probe,csls,csss,clls,clss,sa,la,probe_rects
TRUE,fullscreen,0,6869,0.0-0.0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,preload,1,6887,0.0-1.0,61,FALSE,[],[],[],img preload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,survey-html-form,2,24984,0.0-2.0,61,,,,,enter-sub-number,18091,"{""response"":""45""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,image-button-response,3,78599,0.0-3.0,61,,,,,,53546,0,consent.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,html-button-response,4,87022,0.0-4.0,61,,,,,intro mssg,8416,0,"<div style= ""font-size:25px;"" <p> <strong> Welcome! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> Your data will be lost <br> if you try to go back or refresh the page after the experiment starts. Feel free to click ""previous"" during the instructions, however.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,instructions,5,134077,0.0-5.0,61,,,,,instructions,47050,,,"[{""page_index"":0,""viewing_time"":14114},{""page_index"":1,""viewing_time"":8536},{""page_index"":2,""viewing_time"":2463},{""page_index"":3,""viewing_time"":11351},{""page_index"":4,""viewing_time"":3873},{""page_index"":5,""viewing_time"":2080},{""page_index"":6,""viewing_time"":3480},{""page_index"":7,""viewing_time"":1152}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,canvas-keyboard-response,6,134283,0.0-6.0-0.0,61,,,,,pre trial waiting period,null,null,,,critical,d,c,t,160.6713,232.8713,240,164,164,240,trueblood,0.05,h,164,240,240,164,160.6713,232.8713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,7,134446,0.0-6.0-1.0,61,,,,,clear_screen,null,null,,,critical,d,c,t,160.6713,232.8713,240,164,164,240,trueblood,0.05,h,164,240,240,164,160.6713,232.8713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,8,135786,0.0-6.0-2.0,61,,,,,rectangles,null,null,,,critical,d,c,t,160.6713,232.8713,240,164,164,240,trueblood,0.05,h,164,240,240,164,160.6713,232.8713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,9,135947,0.0-6.0-3.0,61,,,,,clear_screen,null,null,,,critical,d,c,t,160.6713,232.8713,240,164,164,240,trueblood,0.05,h,164,240,240,164,160.6713,232.8713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,10,138318,0.0-6.0-4.0,61,,,,,make choice,2359,3,,,critical,d,c,t,160.6713,232.8713,240,164,164,240,trueblood,0.05,h,164,240,240,164,160.6713,232.8713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,11,138477,0.0-6.0-5.0,61,,,,,clear_screen,null,null,,,critical,d,c,t,160.6713,232.8713,240,164,164,240,trueblood,0.05,h,164,240,240,164,160.6713,232.8713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,12,138680,0.0-6.0-0.1,61,,,,,pre trial waiting period,null,null,,,critical,d,c,t,220.0396,154.6796,164,240,240,164,spektor,0.14,w,240,164,164,240,220.0396,154.6796,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,13,138841,0.0-6.0-1.1,61,,,,,clear_screen,null,null,,,critical,d,c,t,220.0396,154.6796,164,240,240,164,spektor,0.14,w,240,164,164,240,220.0396,154.6796,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,14,140181,0.0-6.0-2.1,61,,,,,rectangles,null,null,,,critical,d,c,t,220.0396,154.6796,164,240,240,164,spektor,0.14,w,240,164,164,240,220.0396,154.6796,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,15,140345,0.0-6.0-3.1,61,,,,,clear_screen,null,null,,,critical,d,c,t,220.0396,154.6796,164,240,240,164,spektor,0.14,w,240,164,164,240,220.0396,154.6796,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,16,142340,0.0-6.0-4.1,61,,,,,make choice,1982,3,,,critical,d,c,t,220.0396,154.6796,164,240,240,164,spektor,0.14,w,240,164,164,240,220.0396,154.6796,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,17,142501,0.0-6.0-5.1,61,,,,,clear_screen,null,null,,,critical,d,c,t,220.0396,154.6796,164,240,240,164,spektor,0.14,w,240,164,164,240,220.0396,154.6796,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,18,142702,0.0-6.0-0.2,61,,,,,pre trial waiting period,null,null,,,catch,sh,sw,l,233,201,204,224,218,240,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,19,142864,0.0-6.0-1.2,61,,,,,clear_screen,null,null,,,catch,sh,sw,l,233,201,204,224,218,240,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,20,144199,0.0-6.0-2.2,61,,,,,rectangles,null,null,,,catch,sh,sw,l,233,201,204,224,218,240,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,21,144364,0.0-6.0-3.2,61,,,,,clear_screen,null,null,,,catch,sh,sw,l,233,201,204,224,218,240,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,22,145707,0.0-6.0-4.2,61,,,,,make choice,1330,1,,,catch,sh,sw,l,233,201,204,224,218,240,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,23,145869,0.0-6.0-5.2,61,,,,,clear_screen,null,null,,,catch,sh,sw,l,233,201,204,224,218,240,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,24,146070,0.0-6.0-0.3,61,,,,,pre trial waiting period,null,null,,,critical,d,t,c,164,240,164,240,240,164,spektor,0,h,164,240,240,164,164,240,39360,39360,39360,dc,null,null,null,null,null,null,"[1,3]"
,canvas-keyboard-response,25,146231,0.0-6.0-1.3,61,,,,,clear_screen,null,null,,,critical,d,t,c,164,240,164,240,240,164,spektor,0,h,164,240,240,164,164,240,39360,39360,39360,dc,null,null,null,null,null,null,"[1,3]"
,canvas-keyboard-response,26,147567,0.0-6.0-2.3,61,,,,,rectangles,null,null,,,critical,d,t,c,164,240,164,240,240,164,spektor,0,h,164,240,240,164,164,240,39360,39360,39360,dc,null,null,null,null,null,null,"[1,3]"
,canvas-keyboard-response,27,147731,0.0-6.0-3.3,61,,,,,clear_screen,null,null,,,critical,d,t,c,164,240,164,240,240,164,spektor,0,h,164,240,240,164,164,240,39360,39360,39360,dc,null,null,null,null,null,null,"[1,3]"
,canvas-keyboard-response,28,149068,0.0-6.0-4.3,61,,,,,make choice,1328,1,,,critical,d,t,c,164,240,164,240,240,164,spektor,0,h,164,240,240,164,164,240,39360,39360,39360,dc,null,null,null,null,null,null,"[1,3]"
,canvas-keyboard-response,29,149228,0.0-6.0-5.3,61,,,,,clear_screen,null,null,,,critical,d,t,c,164,240,164,240,240,164,spektor,0,h,164,240,240,164,164,240,39360,39360,39360,dc,null,null,null,null,null,null,"[1,3]"
,canvas-keyboard-response,30,149429,0.0-6.0-0.4,61,,,,,pre trial waiting period,null,null,,,catch,l,sh,sw,172,298,206,173,174,181,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,31,149591,0.0-6.0-1.4,61,,,,,clear_screen,null,null,,,catch,l,sh,sw,172,298,206,173,174,181,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,32,150926,0.0-6.0-2.4,61,,,,,rectangles,null,null,,,catch,l,sh,sw,172,298,206,173,174,181,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,33,151090,0.0-6.0-3.4,61,,,,,clear_screen,null,null,,,catch,l,sh,sw,172,298,206,173,174,181,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,34,151900,0.0-6.0-4.4,61,,,,,make choice,797,1,,,catch,l,sh,sw,172,298,206,173,174,181,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,35,152060,0.0-6.0-5.4,61,,,,,clear_screen,null,null,,,catch,l,sh,sw,172,298,206,173,174,181,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,3]"
,canvas-keyboard-response,36,152263,0.0-6.0-0.5,61,,,,,pre trial waiting period,null,null,,,critical,t,c,d,164,240,240,164,162.6685,237.1485,spektor,0.02,h,164,240,240,164,162.6685,237.1485,39360,39360,38576.5967,tc,null,null,null,null,null,null,"[1,2]"
,canvas-keyboard-response,37,152422,0.0-6.0-1.5,61,,,,,clear_screen,null,null,,,critical,t,c,d,164,240,240,164,162.6685,237.1485,spektor,0.02,h,164,240,240,164,162.6685,237.1485,39360,39360,38576.5967,tc,null,null,null,null,null,null,"[1,2]"
,canvas-keyboard-response,38,153758,0.0-6.0-2.5,61,,,,,rectangles,null,null,,,critical,t,c,d,164,240,240,164,162.6685,237.1485,spektor,0.02,h,164,240,240,164,162.6685,237.1485,39360,39360,38576.5967,tc,null,null,null,null,null,null,"[1,2]"
,canvas-keyboard-response,39,153920,0.0-6.0-3.5,61,,,,,clear_screen,null,null,,,critical,t,c,d,164,240,240,164,162.6685,237.1485,spektor,0.02,h,164,240,240,164,162.6685,237.1485,39360,39360,38576.5967,tc,null,null,null,null,null,null,"[1,2]"
,canvas-keyboard-response,40,156596,0.0-6.0-4.5,61,,,,,make choice,2666,1,,,critical,t,c,d,164,240,240,164,162.6685,237.1485,spektor,0.02,h,164,240,240,164,162.6685,237.1485,39360,39360,38576.5967,tc,null,null,null,null,null,null,"[1,2]"
,canvas-keyboard-response,41,156757,0.0-6.0-5.5,61,,,,,clear_screen,null,null,,,critical,t,c,d,164,240,240,164,162.6685,237.1485,spektor,0.02,h,164,240,240,164,162.6685,237.1485,39360,39360,38576.5967,tc,null,null,null,null,null,null,"[1,2]"
,canvas-keyboard-response,42,156961,0.0-6.0-0.6,61,,,,,pre trial waiting period,null,null,,,critical,d,c,t,232.8713,160.6713,164,240,240,164,trueblood,0.05,w,240,164,164,240,232.8713,160.6713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,43,157121,0.0-6.0-1.6,61,,,,,clear_screen,null,null,,,critical,d,c,t,232.8713,160.6713,164,240,240,164,trueblood,0.05,w,240,164,164,240,232.8713,160.6713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,44,158457,0.0-6.0-2.6,61,,,,,rectangles,null,null,,,critical,d,c,t,232.8713,160.6713,164,240,240,164,trueblood,0.05,w,240,164,164,240,232.8713,160.6713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,45,158616,0.0-6.0-3.6,61,,,,,clear_screen,null,null,,,critical,d,c,t,232.8713,160.6713,164,240,240,164,trueblood,0.05,w,240,164,164,240,232.8713,160.6713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,46,160836,0.0-6.0-4.6,61,,,,,make choice,2208,3,,,critical,d,c,t,232.8713,160.6713,164,240,240,164,trueblood,0.05,w,240,164,164,240,232.8713,160.6713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,47,160996,0.0-6.0-5.6,61,,,,,clear_screen,null,null,,,critical,d,c,t,232.8713,160.6713,164,240,240,164,trueblood,0.05,w,240,164,164,240,232.8713,160.6713,39360,39360,37415.7294,td,null,null,null,null,null,null,"[3,1]"
,canvas-keyboard-response,48,161198,0.0-6.0-0.7,61,,,,,pre trial waiting period,null,null,,,critical,c,d,t,240,164,154.6796,220.0396,164,240,spektor,0.14,h,164,240,240,164,154.6796,220.0396,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,2]"
,canvas-keyboard-response,49,161360,0.0-6.0-1.7,61,,,,,clear_screen,null,null,,,critical,c,d,t,240,164,154.6796,220.0396,164,240,spektor,0.14,h,164,240,240,164,154.6796,220.0396,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,2]"
,canvas-keyboard-response,50,162696,0.0-6.0-2.7,61,,,,,rectangles,null,null,,,critical,c,d,t,240,164,154.6796,220.0396,164,240,spektor,0.14,h,164,240,240,164,154.6796,220.0396,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,2]"
,canvas-keyboard-response,51,162858,0.0-6.0-3.7,61,,,,,clear_screen,null,null,,,critical,c,d,t,240,164,154.6796,220.0396,164,240,spektor,0.14,h,164,240,240,164,154.6796,220.0396,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,2]"
,canvas-keyboard-response,52,164540,0.0-6.0-4.7,61,,,,,make choice,1672,3,,,critical,c,d,t,240,164,154.6796,220.0396,164,240,spektor,0.14,h,164,240,240,164,154.6796,220.0396,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,2]"
,canvas-keyboard-response,53,164699,0.0-6.0-5.7,61,,,,,clear_screen,null,null,,,critical,c,d,t,240,164,154.6796,220.0396,164,240,spektor,0.14,h,164,240,240,164,154.6796,220.0396,39360,39360,34035.6388,td,null,null,null,null,null,null,"[3,2]"
,canvas-keyboard-response,54,164901,0.0-6.0-0.8,61,,,,,pre trial waiting period,null,null,,,catch,sw,l,sh,180,200,285,173,167,189,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,2]"
,canvas-keyboard-response,55,165063,0.0-6.0-1.8,61,,,,,clear_screen,null,null,,,catch,sw,l,sh,180,200,285,173,167,189,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,2]"
,canvas-keyboard-response,56,166404,0.0-6.0-2.8,61,,,,,rectangles,null,null,,,catch,sw,l,sh,180,200,285,173,167,189,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,2]"
,canvas-keyboard-response,57,166564,0.0-6.0-3.8,61,,,,,clear_screen,null,null,,,catch,sw,l,sh,180,200,285,173,167,189,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,2]"
,canvas-keyboard-response,58,167764,0.0-6.0-4.8,61,,,,,make choice,1190,2,,,catch,sw,l,sh,180,200,285,173,167,189,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,2]"
,canvas-keyboard-response,59,167922,0.0-6.0-5.8,61,,,,,clear_screen,null,null,,,catch,sw,l,sh,180,200,285,173,167,189,trueblood,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[1,2]"
,canvas-keyboard-response,60,168124,0.0-6.0-0.9,61,,,,,pre trial waiting period,null,null,,,critical,c,t,d,240,164,164,240,158.0083,227.1683,spektor,0.09,h,164,240,240,164,158.0083,227.1683,39360,39360,35894.4834,tc,null,null,null,null,null,null,"[2,1]"
,canvas-keyboard-response,61,168283,0.0-6.0-1.9,61,,,,,clear_screen,null,null,,,critical,c,t,d,240,164,164,240,158.0083,227.1683,spektor,0.09,h,164,240,240,164,158.0083,227.1683,39360,39360,35894.4834,tc,null,null,null,null,null,null,"[2,1]"
,canvas-keyboard-response,62,169622,0.0-6.0-2.9,61,,,,,rectangles,null,null,,,critical,c,t,d,240,164,164,240,158.0083,227.1683,spektor,0.09,h,164,240,240,164,158.0083,227.1683,39360,39360,35894.4834,tc,null,null,null,null,null,null,"[2,1]"
,canvas-keyboard-response,63,169784,0.0-6.0-3.9,61,,,,,clear_screen,null,null,,,critical,c,t,d,240,164,164,240,158.0083,227.1683,spektor,0.09,h,164,240,240,164,158.0083,227.1683,39360,39360,35894.4834,tc,null,null,null,null,null,null,"[2,1]"
,canvas-keyboard-response,64,171004,0.0-6.0-4.9,61,,,,,make choice,1211,2,,,critical,c,t,d,240,164,164,240,158.0083,227.1683,spektor,0.09,h,164,240,240,164,158.0083,227.1683,39360,39360,35894.4834,tc,null,null,null,null,null,null,"[2,1]"
,canvas-keyboard-response,65,171163,0.0-6.0-5.9,61,,,,,clear_screen,null,null,,,critical,c,t,d,240,164,164,240,158.0083,227.1683,spektor,0.09,h,164,240,240,164,158.0083,227.1683,39360,39360,35894.4834,tc,null,null,null,null,null,null,"[2,1]"
,canvas-keyboard-response,66,171365,0.0-6.0-0.10,61,,,,,pre trial waiting period,null,null,,,catch,sh,sw,l,238,160,219,192,269,183,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[2,3]"
,canvas-keyboard-response,67,171529,0.0-6.0-1.10,61,,,,,clear_screen,null,null,,,catch,sh,sw,l,238,160,219,192,269,183,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[2,3]"
,canvas-keyboard-response,68,172864,0.0-6.0-2.10,61,,,,,rectangles,null,null,,,catch,sh,sw,l,238,160,219,192,269,183,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[2,3]"
,canvas-keyboard-response,69,173023,0.0-6.0-3.10,61,,,,,clear_screen,null,null,,,catch,sh,sw,l,238,160,219,192,269,183,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[2,3]"
,canvas-keyboard-response,70,174173,0.0-6.0-4.10,61,,,,,make choice,1138,3,,,catch,sh,sw,l,238,160,219,192,269,183,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[2,3]"
,canvas-keyboard-response,71,174335,0.0-6.0-5.10,61,,,,,clear_screen,null,null,,,catch,sh,sw,l,238,160,219,192,269,183,spektor,null,null,null,null,null,null,null,null,null,null,null,,180,200,260,200,36000,52000,"[2,3]"
